Gene;effect;qualityType;restriction_persent;restriction_time;age;organism;line;sex;sample;link
Acox2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acpp;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acsl1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acsl1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acsl1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acsl3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acsl3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Acsl6;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Acsm1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acsm5;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acss2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acss2;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acss2;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acss2;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acss3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acta2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Actb;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Actb;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actc1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actc1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actg1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actn4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Actr3b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actr3b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Actr6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acvr1b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Acvr2a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Acvr2b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acvrl1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acvrl1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acvrl1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acvrl1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Acy1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acyp1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Acyp2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adam15;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adam15;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adam15;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adam17;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adam19;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adam23;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adam28;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adam28;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adam28;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adamts15;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adamts16;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts16;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts16;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adamts5;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts5;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts5;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamts5;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adamts7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adamtsl2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adamtsl4;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamtsl4;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamtsl4;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adamtsl4;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adar;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adarb1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adck4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adcy10;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adcy10;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adcy10;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adcy2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adcy6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adcy9;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adcy9;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Add3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adgrb2;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adgrb2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adgre4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adgrf5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adgrg1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adgrg6;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adh1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adh4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adh6-ps1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adhfe1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adi1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adi1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adi1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adi1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adk;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adnp;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adora1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adora1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adora1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Adpgk;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adra1b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adrb2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adrb2;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adrbk2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adrbk2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Adrm1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Adssl1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aebp1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Afap1l1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aff1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aff3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Agap2;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Agl;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ago1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ago2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ago3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agpat9;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agt;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agtr1a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agtr1a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Agtrap;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agxt;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Agxt2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ahcyl2;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ahsg;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ahsg;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ahsg;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
AI182371;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
AI182371;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
AI182371;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
AI464131;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
AI597479;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
AI607873;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
AI607873;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aida;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aif1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aifm1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aifm2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aifm3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ak2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ak3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ak4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ak4;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akap11;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akap12;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap12;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap12;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap13;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akap13;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akap2;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap2;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap2;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akap6;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akap9;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akr1b10;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Akr1c13;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akr1c14;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akr1c14;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1c14;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1c14;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1c19;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akr1c20;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akr1c6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Akr1c6;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1c6;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1c6;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Akr1d1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alas1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alas2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Alb;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Alb;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Alb;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldh1a7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh1a7;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldh1a7;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldh1a7;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldh1b1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh1l1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh2;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aldh4a1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh4a1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aldh6a1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Aldh7a1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aldh7a1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Aldob;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldob;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldob;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Aldoc;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alg6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alkbh2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alkbh8;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Alpl;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ambp;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ambp;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ambp;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Amd-ps3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amd1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amd2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amdhd1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Amer1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amfr;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amigo1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amotl1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amotl2;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Amotl2;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Amotl2;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ampd3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Amy1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Amy1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Anapc16;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Anapc4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ang;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Angptl1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Angptl3;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Angptl3;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Angptl3;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Angptl4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Angptl4;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Angptl7;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Angptl7;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ank1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ank2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ankrd13b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd27;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd27;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd27;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd33b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd40;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd40;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ankrd44;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd44;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd44;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd44;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ankrd50;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd52;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ankrd9;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ankrd9;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Anks1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ankzf1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Anln;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ano1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ano5;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ano8;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Anp32a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Anp32b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Anp32e;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
